Ticker,Date,Open,High,Low,Close,Adj Close,Volume
CBA.AX,2025-10-10,167.6699981689453,169.1999969482422,167.35000610351562,168.33999633789062,168.33999633789062,1481754
CBA.AX,2025-10-13,167.8000030517578,168.3300018310547,164.83999633789062,165.19000244140625,165.19000244140625,1294090
CBA.AX,2025-10-14,164.89999389648438,165.0,161.82000732421875,164.39999389648438,164.39999389648438,1900819
CBA.AX,2025-10-15,166.32000732421875,167.6999969482422,165.50999450683594,166.77999877929688,166.77999877929688,1632380
CBA.AX,2025-10-16,169.22000122070312,170.9499969482422,167.07000732421875,168.10000610351562,168.10000610351562,2206440
CBA.AX,2025-10-17,167.5,168.9600067138672,167.25,168.32000732421875,168.32000732421875,2260083
CBA.AX,2025-10-20,168.52999877929688,172.72999572753906,167.50999450683594,172.6999969482422,172.6999969482422,2145323
CBA.AX,2025-10-21,173.0,174.36000061035156,171.86500549316406,173.55999755859375,173.55999755859375,2192193
CBA.AX,2025-10-22,173.49000549316406,174.8800048828125,173.39999389648438,174.14999389648438,174.14999389648438,1801032
CBA.AX,2025-10-23,172.8000030517578,173.35000610351562,170.22000122070312,171.66000366210938,171.66000366210938,1428388
CBA.AX,2025-10-24,171.77999877929688,172.39999389648438,170.02000427246094,170.3699951171875,170.3699951171875,1292329
